timestamp,deal_id,region,deal_amount,loss_probability,alert_type
2026-02-14 18:01:20.694304,D00273,APAC,95582,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.704694,D00307,North America,54768,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.707930,D00319,APAC,59384,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.708098,D00320,APAC,73368,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.708214,D00321,Europe,88719,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.711896,D00341,North America,53526,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.712135,D00343,APAC,75164,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.713231,D00356,India,85191,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.713347,D00357,APAC,59924,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.718584,D00385,APAC,90405,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.720622,D00408,Europe,57128,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.720914,D00411,Europe,60193,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.722880,D00420,APAC,80387,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.723568,D00427,APAC,69732,0.58,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.724157,D00434,Europe,69947,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.724445,D00437,India,52983,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.724548,D00438,Europe,72037,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.725819,D00456,Europe,58628,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.726094,D00459,APAC,85214,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.726290,D00461,APAC,84213,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.726517,D00463,APAC,54840,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.728267,D00485,Europe,65453,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.728608,D00489,Europe,93051,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.729107,D00495,India,90275,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.730199,D00507,Europe,76010,0.56,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.730930,D00516,North America,61222,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.731347,D00521,North America,56261,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.735833,D00577,Europe,78303,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.737050,D00591,APAC,83730,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.738617,D00610,North America,82395,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.738929,D00613,APAC,55580,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.739481,D00618,North America,59537,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.740140,D00625,India,88506,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.740329,D00627,India,55779,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.740757,D00633,APAC,69518,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.745627,D00659,Europe,72564,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.746281,D00667,APAC,54571,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.746813,D00673,India,55300,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.748262,D00691,India,98918,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.752822,D00747,Europe,60788,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.752951,D00748,North America,96865,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.753585,D00755,Europe,76848,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.753695,D00756,Europe,76300,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.754107,D00761,North America,78262,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.755583,D00780,North America,65043,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.755902,D00784,India,88534,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.757493,D00804,APAC,67371,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.757687,D00806,India,53144,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.760072,D00836,India,73127,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.760866,D00846,North America,89006,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.761608,D00855,India,52737,0.57,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.762082,D00860,APAC,67085,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.762546,D00865,Europe,82114,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.763044,D00871,India,51228,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.763539,D00877,Europe,86036,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.764773,D00892,APAC,59526,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.765767,D00904,India,93307,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.766653,D00915,Europe,54449,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.767957,D00931,Europe,74124,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.769228,D00946,India,61779,0.56,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.769833,D00953,North America,89922,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.770681,D00963,North America,95660,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.770872,D00965,APAC,76472,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.771544,D00973,India,84312,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.772337,D00982,India,59586,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.773861,D01000,North America,69063,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.774687,D01010,India,85089,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.775190,D01016,APAC,84871,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.775306,D01017,India,90964,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.775986,D01025,APAC,52835,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.776196,D01027,Europe,99996,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.776826,D01034,India,69950,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.778640,D01056,APAC,71407,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.779153,D01062,Europe,66229,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.779444,D01065,Europe,55711,0.57,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.779648,D01067,India,75725,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.780376,D01076,Europe,55534,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.780513,D01077,India,68660,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.780853,D01081,Europe,68139,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.782263,D01097,APAC,60341,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.782883,D01104,APAC,77012,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.783098,D01106,Europe,98230,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.784593,D01123,India,87191,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.785195,D01130,APAC,83771,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.786092,D01140,Europe,80477,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.786831,D01149,APAC,82517,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.787040,D01151,APAC,56479,0.56,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.787652,D01157,North America,59316,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.788019,D01161,North America,64883,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.789337,D01178,Europe,96595,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.790792,D01195,North America,70466,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.791069,D01198,APAC,79810,0.57,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.793398,D01226,APAC,65657,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.794924,D01245,APAC,76859,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.795137,D01247,Europe,51508,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.798473,D01287,APAC,74038,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.798748,D01290,APAC,66938,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.799285,D01296,India,50821,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.799395,D01297,APAC,76229,0.58,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.800309,D01308,APAC,76919,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.800989,D01316,APAC,69060,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.802185,D01330,India,84816,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.802300,D01331,Europe,79083,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.805561,D01343,North America,56010,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.806312,D01352,Europe,54850,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.808937,D01357,North America,76720,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.809157,D01359,Europe,93424,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.809263,D01360,APAC,87763,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.809567,D01363,APAC,58202,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.810103,D01369,North America,54961,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.810218,D01370,APAC,91003,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.810316,D01371,APAC,80228,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.816812,D01394,North America,65472,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.817490,D01401,APAC,85388,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.820767,D01416,Europe,62848,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.820998,D01418,APAC,67281,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.821182,D01420,APAC,77008,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.821367,D01422,APAC,50077,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.821574,D01424,Europe,98675,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.823186,D01444,APAC,73021,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.824516,D01460,Europe,77839,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.825182,D01468,APAC,50049,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.826294,D01482,Europe,68439,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.826584,D01485,Europe,92848,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.826767,D01487,APAC,58686,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.829023,D01511,Europe,96132,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.834271,D01556,APAC,84177,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.835101,D01565,India,56649,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.835641,D01571,Europe,68010,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.837033,D01588,APAC,70836,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.837610,D01595,North America,79682,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.837719,D01596,North America,71745,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.838222,D01602,Europe,75862,0.57,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.840225,D01627,APAC,54013,0.56,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.840838,D01634,India,54711,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.841616,D01643,North America,53907,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.843142,D01662,APAC,50482,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.843250,D01663,Europe,57382,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.843805,D01670,Europe,67399,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.845832,D01695,Europe,77031,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.846517,D01702,APAC,53610,0.58,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.846626,D01703,Europe,94381,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.846735,D01704,Europe,74187,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.847746,D01716,North America,78057,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.848666,D01727,North America,75280,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.851587,D01763,India,91363,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.854633,D01800,North America,75918,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.854822,D01802,Europe,74201,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.855124,D01805,APAC,56148,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.856020,D01816,APAC,71936,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.857134,D01829,North America,52650,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.857411,D01832,APAC,53006,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.857548,D01833,India,70831,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.857952,D01838,APAC,75985,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.858469,D01844,North America,55731,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.859493,D01856,India,93997,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.859692,D01858,India,64069,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.860363,D01866,APAC,77036,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.861057,D01874,India,59992,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.862868,D01896,APAC,75686,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.863271,D01900,Europe,73686,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.863375,D01901,APAC,58999,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.863589,D01903,Europe,90623,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.864669,D01915,North America,68066,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.865236,D01922,Europe,53969,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.865707,D01927,Europe,67073,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.865818,D01928,North America,50480,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.869345,D01973,Europe,70047,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.869778,D01977,Europe,74828,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.870125,D01981,APAC,53132,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.870390,D01984,APAC,75020,0.57,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.870828,D01989,India,85061,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.871328,D01995,APAC,74948,0.56,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.871457,D01996,APAC,81016,0.57,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.872337,D02007,India,69332,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.874805,D02038,APAC,73060,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.875076,D02041,North America,61032,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.875644,D02048,North America,96269,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.875823,D02050,Europe,62118,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.876852,D02062,APAC,83681,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.880380,D02106,North America,52758,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.882036,D02127,India,98331,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.882491,D02132,APAC,65392,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.882907,D02137,APAC,90015,0.56,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.883325,D02142,India,64368,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.884289,D02154,APAC,57464,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.885049,D02163,India,95060,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.885653,D02170,Europe,64321,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.885913,D02173,North America,55222,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.886185,D02176,APAC,86352,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.886621,D02181,India,73952,0.56,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.888797,D02208,Europe,55036,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.889010,D02210,APAC,67263,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.889272,D02213,North America,64549,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.889993,D02221,North America,70720,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.891140,D02235,Europe,68272,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.891510,D02239,North America,87321,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.891768,D02242,India,65597,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.892140,D02246,APAC,79289,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.892444,D02249,Europe,69989,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.892556,D02250,APAC,59142,0.57,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.892812,D02253,Europe,68993,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.895468,D02286,Europe,65862,0.56,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.895670,D02288,APAC,55865,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.896029,D02292,APAC,85790,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.896140,D02293,North America,82659,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.896326,D02295,North America,80808,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.896999,D02302,Europe,71174,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.897201,D02304,India,78753,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.897813,D02311,North America,79293,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.898021,D02313,Europe,84143,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.899285,D02328,Europe,64294,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.899959,D02336,APAC,56801,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.900660,D02344,Europe,57287,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.900884,D02346,APAC,51888,0.59,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.901385,D02352,North America,56527,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.904614,D02392,Europe,81865,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.907207,D02423,Europe,91954,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.907898,D02430,North America,65266,0.54,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.910376,D02465,India,75091,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.911307,D02479,Europe,78824,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.915644,D02507,Europe,90621,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.915760,D02508,APAC,53344,0.56,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.917529,D02530,India,92649,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.918473,D02541,North America,70252,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.919285,D02551,APAC,65053,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.919682,D02555,APAC,97021,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.920038,D02559,North America,51113,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.920740,D02568,India,87072,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.921310,D02575,Europe,53600,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.922108,D02584,India,58159,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.922466,D02588,Europe,82311,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.923551,D02601,APAC,61843,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.924293,D02610,India,54405,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.925446,D02624,Europe,76251,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.925924,D02630,Europe,54214,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.926744,D02640,APAC,52632,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.926859,D02641,India,94892,0.55,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.927203,D02645,North America,96402,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.927494,D02648,India,92781,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.927752,D02651,APAC,54628,0.53,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.929567,D02673,North America,92968,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.929702,D02674,Europe,64364,0.52,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.931266,D02694,Europe,55183,0.56,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.932669,D02711,APAC,65782,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.935081,D02741,India,54016,0.5,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.936473,D02758,Europe,61051,0.51,HIGH_RISK_HIGH_VALUE
2026-02-14 18:01:20.936775,D02761,APAC,94009,0.5,HIGH_RISK_HIGH_VALUE
